,neg_words,count,documents
30,불편,1278,"['하나만 여쭤봐도 될까요?httpswww.clien.netserviceboardpark16057168clien위 링크글에 빈댓글 다셨는데 이유를 알 수 있을까요?', '안득기라는 친구가 있었는데요.선생님이 너이름뭐야안득기요.너이름 뭐냐니까안득기요.안들려? 이녀석이 장난하나 이름이 뭐라고?아 정말. 득기요 득기요.삼촌어릴 적 개그였습니다. 죄송 ㅠ', '1킬로면 10분 걸리지 않나요? 저 걸음 느린 사람이어도 그렇게 걸리던데.한 역은 1킬로 한 역은 650미터 사이에 사는데 이건 역세권도 아니고아닌 것도 아니네요']"
31,의심,1263,"['아무리 된장이 맛이 이상해졌어도 그렇지 똥을 찍어 먹겠다니 뭐 먹어야지요. 본인이이 먹는다는 데 막을 수도 없고', '이래서 분노하고 행동하는 게 어찌보면 당연해보입니다 당정청의 3박자가 저렇게 흘러가는 데 화가 안날수가 있나요', '전.17살 고등학교 수학여행 가서. 지금으로 따지면 썸타던 남자애였는데첫키스하고 썸타다 제가 전학을 갔.']"
32,짜증,1170,"['그거 자칭 부동산존문가 모임등 이런데 가면 다들 하는 말입니다. 아는형도 그런데 다니더만 갑자기 저러말을 하더군요. 뭐 다같이 평준하게 못살면 되지 머 이런 식입니다.', '여지껏 여자들이 하나로 잘 뭉쳐서 그 소리만 귀를 기울였지요. 이제 남자도 그렇게 되지는 않는다는 걸 보여주는 거라 생각합니다.', '의리와 연대가 없죠의혹으로 언론이 불을 지피면 다 잘라버리죠손혜원 정봉주 조국 유시민 김의겸 추미애 윤미향 등등 이젠 김어준까지']"
33,승리,1126,"['까롤 저도 정말 이렇게까지 참패할지는 예상을 못해서 충격이 아직도 가시질 않습니다. 게다가 2030 남성의 표심은 뻥카로만 여겼던 국짐당 놈들의 얘기가 그대로 실현된 거라.', '올랐으니 올랐다 고 지랄하는 거고내렸으면 내렸다 고 지랄했겠지요.돈 까였는데 더하면 더했겠지.칼들고 뽑지도 먹하고 선비질하다가 당한거.아님 애시당초 같은 놈들이였던지.', '위로받네요ㅡㅡ큰애데리고 사전투표 했거든요여기 50대부터는 진짜 솔직히 말이 안통해요오늘 오후에 30대 부부로 보이는 데둘다 파란 옷 입고 투표장 가더라구요']"
34,혐오,1099,"['식약처는 웬 봉변식약처장이 식약처에 신청이 된 자가 진단 키트도 없다는데 오세훈은 뭔 식약처가 빨리 승인을 해달라는겨?진단 키트갖고 정치질한거야?', '집에만 있어님 소화전이 있으면 괜찮다던가 기준치가 있지 않을까요? 기존에는 제 동선상 없었거나 잘 안보였는데 집 입구쪽 하고 여기저기 더 늘어났더군요.', '저야 관리비청구서에 기입된 전기세가 제가 쓴 금액인 줄 알고 내왔죠. 일일이 계량기를 보진 않아서 모르겠네요 ㅜㅜ 계량기 고장일 수도 있겠군요. 휴.']"
35,패배,1087,"['안방이든 거실이든 한군데로 선을 받아 공유기 박고그 쌍돼지코 전화선을 인터넷선으로 교체하시면 되요.거실 전화선 단자함 뜯고 거기에 인터넷선 연결해서 안방 전화선 땡기면 되요', '위로받네요ㅡㅡ큰애데리고 사전투표 했거든요여기 50대부터는 진짜 솔직히 말이 안통해요오늘 오후에 30대 부부로 보이는 데둘다 파란 옷 입고 투표장 가더라구요', '간혹 아프면 알려도부모님처럼 입에 달고 살면 ㅠㅠ그리고 강년기는 예고편 같아요.앞으로 이렇게 이렇게 아플 것이다.라는갱년기 끝나고 60대 되면 또 멀쩡해져요.너무 겁먹지 마세요']"
36,틀리다,1069,"['참 그러게요이렇게 비참한생객을. 막걸리2개마셨어요. 조용히 자려고요왜이런까요? 왜이리 비상식적일까요?정치는 상식이 없네요우리라도 상식이 있어야 하는뎨', '식약처는 웬 봉변식약처장이 식약처에 신청이 된 자가 진단 키트도 없다는데 오세훈은 뭔 식약처가 빨리 승인을 해달라는겨?진단 키트갖고 정치질한거야?', '작가분이 원래 한 권을 쓴 건데 대성공 하면서 후속편 7권이 더 나옵니다 8권 모두 완역된 출판사는 지금 판매 중인건 동서문화사 뿐일거예요']"
37,실망,1057,"['호재보고 달려든게 아니라. 세력이 주가를 올리고 그 변동성 만 보고 일단 투자 뉴스. 이런 순으로 가는 거에요. 자사 연구원에 의해 되지도 않는 뉴스가 이렇게 갖춰졌다는 건.?', '그걸 왜 말씀하셨어요. 어디로 간다 이런 거 면담깉은거 할땐 말씀하시면 안 됩니다. 퇴사 인사할 때나 주위에 알려주거나 말거나 하셔야죠.', '저러다 폭증해서 오세훈이 책임지면 다행이게요?문재인 탓하겠죠ㅠ.이걸 또 믿는 개돼지가 있다는 것이 더 문제고요.']"
38,잘못,1034,"['dunndriver님 교육기회 창업기회 취업 기회 주거기회 모두 여성에게 추가적 혜택이 발생하고 있는 상황이에요.자. 이거 빼고 인생 어떤거 더 이야기 해볼까요?', '출처 httpsbbs.ruliweb.combestboard300143read51746940흑인이 경찰을 만날 경우의 대처법을 배우는 vr이 개발되었습니다.', '지금 김치칼국수 끓이는데 제목보고 바로 달려가 어묵 넣고 끓여요안그래도 어묵탕 해먹을까 하다 김치칼국수 해먹는데 감사요']"
39,부정,1030,"['저는 뒷모습중에삼각형 팬티뭔지 아시죠?그거 보이는 게 참 보기 싫어서.그거좀 안보이게 만들순 없는지.백바지얇은거나 얇은바지는 가능하면.좀.안입으려고진한색 입으려고 합니다.', '청첩장 얘기가 나와서 하는 말인데 전 하객도우미 썼어요좋더라구요 아쉬운 소리 안해도 되고 내가 결혼식 갔던 친구 지인 몇은 부르고요', '기레기 떡검 국힘놈들 모가지만 따 준다면 마음에 안 들어도 찍어줄랍니다. 작성자 일리맛있어']"
40,막히다,1024,"['닉이름닉님 시간이 좀 걸리죠. 공장 짓고 나서도 식약청의 생산 허가가 필요하고.그건 장기적으로 봐야 하는 문제입니다.', '더불어서 굳이 신혼으로 한정할 필요도 있을까 싶습니다. 그냥 결혼 후 첫 주택구입 시에는 특공을 주어야 하는 것이 아닐런지.결혼한지 오래된 무주택자 맞벌이는 참 힘드네요', '방송 인터뷰에서 나라가 망해도 새주리당? 한나라당? 찍는다고 나온 말 아닌가요? 그 아줌마는 우리 나라가 없어지면 어느나라 노예로 사셔도 괜찮는지 너무 당당하더라']"
41,눈물,1023,"['액상 철분제 먹으면 부작용이 덜합니다. 임산부들이 먹는 갈색병에 담긴게 있는데 오래전이라 기억이 안 나네요. 병원 처방도 못받아서 좀 비싸게 구매했던 기억이 있습니다 ㅠㅠ', '유승민 저 인간 진짜 웃긴 놈 아닙니까.청와대 얼라들 이야기하면서 젤 먼저 대들다 배신자로 찍히구선.검찰당 여러분이 총장님 흠집내는 국짐당 의원들 좀 혼내주세요', '어짜피 60 수준으로 밟지도 못하는 시내도로라.50으로 줄여도 상관없을 것 같긴해요. 그리고 이미 50 제한으로 되어 있는 도로들도 꽤 있기도 하고.']"
42,바보,972,"['red1235 모든 사단은 정부와 민주당의 병신짓때문이고 전화와 온갖 지연혈연을 다찾아 투표독려와 밭을 간 지지자들은 칭찬받아야 하며 정부여당을 욕하는 것밖에 할게 없습니다', '여기는 툭하면 참기름 선물하라고 하는데 진짜 싫어요.남편 회사에서 고가화장품 선물 받았는데 전 좋았습니다.솔직히 선물로 참기름 별로예요.밥이나 열심히 하라는 것 같아서요.', '맞음.민주당이 민주당 다워야 표를 더 모을 수 있음. 협치는 무슨 개나 줘버려야지.다음 당대표는 반드시 강한민주당 민주당다운 민주당을 외치는 분 찍을 랍니다.']"
